ENSMUST00000097833	Gm10568
NM_011826	Hax1
NM_001033538	Cass4
NM_007557	Bmp7
NM_022000	Gnas
NM_019822	Adrm1
NM_008093	Gata5
NM_028518	Col20a1
NM_025598	Ppdpf
NM_016844	Rps28
NM_001110228	Celf2
NM_138756	Slc25a36
NM_013935	Ptpla
NM_028757	Nebl
NM_001031808	Mrpl41
NM_146116	Tubb2c
NM_144885	BC005624
NM_009261	Strbp
NM_024173	Atp6v1g1
ENSMUST00000028347	Rbms1
NM_018732	Scn3a
NM_001018042	Sp3
NM_025854	Cir1
NM_011288	Mrpl23
NR_027899	1700109F18Rik
NM_011652	Ttn
ENSMUST00000049544	Ccdc141
NM_009094	Rps4x
ENSMUST00000099933	P2rx3
NM_146570	Olfr1006
NM_146391	Olfr1058
NM_146408	Olfr1065
NM_001005225	Olfr1197
NM_207568	Olfr1252
NM_146342	Olfr1269
NM_008982	Ptprj
NM_001033347	D430041D05Rik
NM_001123327	Qser1
NM_001128103	Ano3
NM_146742	Olfr1316
BC061495	Ino80
NM_026220	Mfap1a
NM_001162417	Myef2
NR_028590	Gm14005
NM_009077	Rpl18
NM_025512	Zfand1
ENSMUST00000099264	C530025M09Rik
NM_146193	Btbd1
NM_001114677	Gm14160
NM_026030	Eif2s2
NM_001136556	Fer1l4
NM_019745	Pdcd10
AK133696	9430008C03Rik
ENSMUST00000017961	Jph2
NM_027961	Wfdc3
AK149129	Stmn3
NM_019868	Hnrnph2
NM_010634	Fabp5
NM_026623	Nudt21
NM_030732	Tbl1xr1
NM_138666	Nlgn1
NM_026517	Rpl22l1
NM_027016	Sec62
NM_029017	Mrpl47
NM_025316	Ndufb5
NM_172679	4932438A13Rik
BC145212	3110057O12Rik
NM_001040399	Larp1b
AF256218	Elf2
NM_019978	Dclk1
NM_019918	Vmn2r1
NM_010597	Kcnab1
NM_001037923	Lekr1
NM_001167996	1110032F04Rik
ENSMUST00000094175	Gm10291
NM_010196	Fga
NM_019814	Higd1a
NM_133665	Mef2d
NM_010108	Efna3
NM_001037722	Adam15
NM_029974	Dcst1
NM_029937	Nup210l
NM_011468	Sprr2a1
NM_033175	Lce3c
NM_001013804	Flg2
NM_001007222	Tdpoz2
NM_026489	Hormad1
NM_013549	Hist2h2aa1
NM_011738	Ywhah
NM_001039347	Kcnd3
NM_027025	Adora3
NM_001093754	Dennd2d
NM_133867	Eps8l3
NM_028779	Ampd2
NM_026831	Mybphl
NM_025723	4921515J06Rik
NM_024178	Alg14
NM_024461	1810037I17Rik
NM_197997	4930422G04Rik
NM_016750	H2afz
NM_019920	Mapksp1
NM_177860	Gm5105
NM_007917	Eif4e
NM_027594	Ttll7
NM_016867	Gipc2
NM_001172092	Depdc1a
NM_001025261	Tpd52
NM_053182	Pag1
NM_001002898	Sirpb1a
NM_001173460	Sirpb1b
ENSMUST00000099184	Naaladl2
NM_007963	Mecom
NM_001165954	Phc3
NM_026332	Dnajc19
BC117739	1700034I23Rik
NM_175115	Ikzf5
NM_001162884	Igsf10
NM_177346	Gpr149
NR_003962	Vmn2r-ps11
NM_001164763	Rarres1
XM_143339	Wdr49
NM_001029933	Zfp114
NM_016966	Phgdh
NM_174875	Atg4a
NM_145541	Rap1a
NM_030699	Ntng1
NM_001042711	Amy2a5
NM_138593	Larp7
NM_027808	Alpk1
NM_027482	5730508B09Rik
NM_025880	2410002F23Rik
NM_207208	Clca6
NM_001081298	Lphn2
NM_054089	Tgs1
NM_021518	Rab2a
NM_001081417	Chd7
NM_001081183	1110037F02Rik
NM_013752	Nbn
NM_015767	Ttpa
BC091747	Rplp1
NM_181730	Polr1d
NM_024166	Chchd2
ENSMUST00000095128	Ndufb6
NM_008298	Dnaja1
NM_011888	Ccl19
NR_033123	4933409K07Rik
NM_177027	Zcchc7
NM_025513	Exosc3
NM_198660	E230008N13Rik
NM_173033	Tstd2
M11024	LOC641050
NM_133891	Slc44a1
NM_028053	Tmem38b
NM_025271	Actl7b
NM_001035533	Akap2
ENSMUST00000102883	Rod1
NM_019492	Rgs3
NM_001081644	Gm428
NM_029967	Adamtsl1
NM_139306	Acer2
NM_172871	Klhl9
NM_197889	Ifnz
NM_001113412	Fggy
NM_030014	Hook1
NM_010905	Nfia
NM_080555	Ppap2b
NM_183225	Usp24
NM_025590	Acot11
NM_177045	Cc2d1b
NM_029571	Kti12
NM_001085549	Gm12824
NM_172306	Cyp4a12b
AY454346	Hivep3
NM_181859	Oxct2b
NM_017475	Rragc
NM_177671	Epha10
NM_011902	Tekt2
NM_023485	Sync
NM_001083916	1810019J16Rik
NM_145833	Lin28a
NM_024452	Luzp1
NM_009523	Wnt4
NM_001025608	D4Ertd22e
NM_145987	Tmem82
NM_198661	Oog2
NM_198662	9430007A20Rik
NM_001014397	Gm13154
NM_001037926	Gm13051
NM_008252	Hmgb2
NR_033612	Gm13238
AY140896	Gm3579
NM_001161798	Mthfr
NM_001159344	Casz1
NM_001033352	Klhl21
NM_001162977	Megf6
AB078338	Prdm16
NM_207678	Ccnl2
NM_024263	Mxra8
XR_001926	Gm11814
NM_024195	Cyb5r4
ENSMUST00000098249	Cnbd1
ENSMUST00000098234	Pou3f2
ENSMUST00000108218	Klhl32
ENSMUST00000102975	Mobkl2b
NM_001166000	Lingo2
NM_025498	Psenen
NM_001080965	Aurkc
NM_011207	Ptpn3
NM_001045550	Mup2
NM_019641	Stmn1
NM_001017427	Rasef
NM_001113209	Nfib
NM_027238	Ttc39b
NM_133948	Psip1
NM_198831	Mrpl48
ENSMUST00000051043	C130073F10Rik
NM_025617	2210012G02Rik
NM_016802	Rhoa
NM_198170	Szt2
NM_026789	Wdr65
NM_011732	Ybx1
NM_172700	Zmpste24
NM_011317	Khdrbs1
NM_010948	Nudc
NM_018754	Sfn
NM_016957	Hmgn2
NM_001013756	Grhl3
NM_177868	Fhad1
NM_001081355	Prdm2
NM_025432	Trappc2
ENSMUST00000020441	Vps13d
NM_009081	Rpl28
NM_053124	Smarca5
NM_001083342	Ptchd2
NM_027873	Ubiad1
NM_009802	Car6
NM_001081557	Camta1
NM_008860	Prkcz
NM_172991	C030048B08Rik
NM_027777	Pex1
AK141701	Steap2
BC049718	4921511H03Rik
NM_178766	Slc25a40
ENSMUST00000101606	Gm10482
NR_003596	Gm6455
XR_002114	Gm8912
NM_001177510	4933402N22Rik
XR_032742	Gm3360
XR_002124	Gm8944
NM_025759	Speer4d
NM_001110843	Cacna2d1
NM_001170746	Magi2
NM_144908	Galnt11
NM_207282	Dpp6
NM_028234	Rbm33
NM_001033457	Nom1
NM_147201	Nrbp1
NM_001081407	Plb1
NM_009535	Yes1
NM_010445	Hmx1
NM_030721	Acox3
NM_175937	Cpeb2
NM_008935	Prom1
NM_001080928	Rbpj
NM_177006	3110047P20Rik
NM_008453	Klf3
NM_001018019	Grxcr1
NM_153567	Slain2
NM_173403	Slc10a4
NM_174877	Zar1
NM_177561	Usp46
NM_001164284	C87414
ENSMUST00000099243	LOC624931
NM_020611	Srd5a3
ENSMUST00000086909	A730089K16Rik
ENSMUST00000121160	C530008M17Rik
NM_026788	Mthfd2l
NM_016912	Cdkl2
NM_175270	Ankrd56
NM_177187	D5Ertd577e
NM_029947	Prdm8
NM_008926	Prkg2
NM_172882	Wdfy3
NM_001080798	Aff1
NM_178935	4932441K18Rik
ENSMUST00000100944	Gm10419
NM_001104628	Vmn2r17
ENSMUST00000089906	2310001H12Rik
NM_027922	Ankle2
NM_001142642	Fbrsl1
NM_024477	Ttc28
NM_026263	4930519G04Rik
ENSMUST00000031535	Hnf1a
NM_029012	Sppl3
NM_001033311	Vsig10
NM_172721	Fbxw8
NM_028762	Rbm19
NM_028041	Ddx54
ENSMUST00000065641	Gm15800
NM_013636	Ppp1cc
ENSMUST00000121739	Kdm2b
NM_019435	Ndufb11
ENSMUST00000100731	Setd1b
NM_011596	Atp6v0a2
NM_019536	Dnahc10
NM_001081750	Zfp664
BC025894	Ubc
ENSMUST00000031446	Tmem132b
BC033455	0610007L01Rik
NM_030719	Gatsl2
NM_033572	Wbscr16
NM_146002	Rhbdd2
NM_001168602	Smok3a
NM_010325	Got2
ENSMUST00000110897	Pdgfa
NM_199068	Foxk1
NM_178398	Wipi2
NM_172726	E130309D02Rik
NM_026050	2810453I06Rik
NM_001081362	Trrap
NM_023142	Arpc1b
NM_019792	Cyp3a25
NM_029581	Mtif3
NM_153116	Gtpbp10
NM_026693	Gabarapl2
NM_001177579	Gm10471
NM_207657	5031410I06Rik
NM_020295	Lmbr1
NM_194340	C330019G07Rik
NM_001081422	Bod1l
NM_008904	Ppargc1a
NM_133921	Nfxl1
NM_028194	Fryl
NM_177872	Adamts3
NM_009158	Mapk10
NM_177873	Hfm1
BC065392	4930522L14Rik
AB010352	AB010352
NM_028901	Myo18b
NM_175403	Mlec
ENSMUST00000111752	Cux2
NM_013647	Rps16
NM_177913	A430089I19Rik
ENSMUST00000110576	LOC625240
BC063263	Zfp141
NM_001122668	E330014E10Rik
NM_008751	Nxph1
ENSMUST00000031985	Mkrn1
NM_023707	1810009J06Rik
NM_146295	Olfr446
NM_133674	Arhgef5
NM_010452	Hoxa3
NM_025817	1200009O22Rik
NM_007500	Atoh1
NM_001177560	Gng12
BC094013	Igk
NM_010121	Eif2ak3
NM_145571	Mobkl1b
NM_011467	Spr
NM_001034902	Gm5878
NM_145223	Alms1
NM_001040106	Aak1
NM_001159697	Ccdc48
NM_019964	Dnajb8
NM_176973	Podxl2
BC147526	Gm1965
NM_053240	Vmn1r239
NM_011684	Vmn1r45
ENSMUST00000049189	Adamts9
NM_001113198	Mitf
NM_010585	Itpr1
NM_027861	0610010K06Rik
NM_029780	Raf1
NM_145383	Rho
NM_198884	B4galnt3
NM_008646	Cpamd8
NR_027619	Mug-ps1
NM_139218	Dppa3
NM_001104632	Vmn2r19
NM_001104638	Vmn2r23
NM_019917	Vmn2r26
NM_207021	Tas2r117
NM_009875	Cdkn1b
NM_019426	Atf7ip
NM_011511	Abcc9
NM_027760	Rassf8
NM_001034903	Gm5887
NM_001081237	Klhdc5
NR_003634	Rps4y2
NM_025788	Nacc1
NM_022024	Gmfg
XM_621704	Gm5301
NM_009459	Ube2h
NM_028421	Zc3hav1
NM_001033430	Jhdm1d
NM_010270	Mrps33
ENSMUST00000101492	E330009J07Rik
NM_001011528	Olfr456
NM_198102	Tra2a
NM_028025	Mageb16
NR_004434	Rprl1
NM_025284	Tmsb10
NM_001164669	Dnahc6
NM_153762	Rnf26
NM_183138	Tet3
NM_001037842	Cml3
NM_001142724	Kbtbd12
NM_011507	Suclg2
NM_010028	Ddx3x
NM_053204	Erc1
BC043122	Mical3
NM_009829	Ccnd2
NM_010651	Klra9
NM_198669	Prb1
NM_001024705	Prpmp5
BC099944	E330021D16Rik
NM_177192	Dennd5b
NM_029767	Rps9
AK006430	Cdc42ep5
NM_001039532	Zfp784
NM_198961	Vmn2r43
NM_001105065	Vmn2r33
NM_001105066	Vmn2r34
NM_001013765	Zscan4c
XR_034250	Gm4157
ENSMUST00000098805	Gm3994
NM_145579	Mypop
NM_007710	Ckm
NM_001109748	Tomm40
NM_001166740	Vmn1r125
NM_001004194	Nlrp4e
NM_001102613	Phldb3
NM_001031667	Gsk3a
NM_010719	Lipe
NM_009560	Zfp60
NM_001174155	Rasgrp4
NM_146186	Wdr62
NM_001033140	Sdhaf1
AB513652	Nphs1
NM_170760	U2af1l4
NM_008085	Gapdhs
NM_033080	Nudt19
NM_177739	Zfp507
NM_027181	Pin4
NM_001105057	Vmn2r60
NM_001034857	C330019L16Rik
NM_027376	Fuz
BC147591	1700039E15Rik
NM_153677	Ush1c
NM_153578	Nipa1
NM_176942	Gabra5
NM_001033877	Adamts17
BC116191	Zic4
NM_001162532	Fam174b
NM_026812	Hddc3
BC096399	Fam103a1
NM_029614	Prss23
NM_181407	Me3
NM_021876	Eed
NM_021427	Fam181b
NM_001081267	Rsf1
NM_010567	Inppl1
NM_001011536	Olfr566
NM_147070	Olfr604
NM_146841	Olfr617
NM_007887	Dub1
NM_001011533	Olfr688
NM_001011749	Olfr704
NM_001005570	Olfr707
NM_001166409	Rbm3
NM_146307	Olfr498
NR_028079	Snora3
NM_001166584	Tead1
NM_007908	Eef2k
NM_025298	Polr3e
NM_021554	Mettl9
NM_175023	Rbbp6
BC158019	D430042O09Rik
NM_001163713	Tufm
NM_146200	Eif3c
NM_029339	Ccdc101
NM_175163	Zfp689
NM_026888	Phkg2
NM_178029	Setd1a
NM_133943	Hsd3b7
ENSMUST00000106237	Itgad
NM_133254	Slc5a2
NM_207302	Zranb1
NM_146934	Olfr46
NM_001011867	Olfr538
NM_026820	Ifitm1
NM_001172064	Lrrc56
NM_009842	Cd151
NM_007459	Ap2a2
NM_015809	Krtap5-4
NR_002855	Igf2as
ENSMUST00000105902	Shank2
NM_133777	Ube2s
NM_145577	Zfp772
NM_009493	Vmn2r42
NM_025999	Rnf141
NM_145707	Obox3
NM_054058	Psg20
NM_001037248	EG381936
NR_030707	Vmn1r-ps79
ENSMUST00000075737	Gm5329
NM_008155	Gpi1
NM_001024727	Gm16387
NM_153067	Mrgpra3
AF357427	Snord115
AF241256	Snord116
NR_029772	Mir344
NR_003961	Asb7
NM_010626	Kif7
NM_011983	Homer2
NM_001105180	Vmn2r65
NM_026533	Rps13
NM_020289	Olfr544
NM_146727	Olfr611
NM_001011865	Olfr624
NM_008220	Hbb-b1
NM_001146007	9230105E10Rik
NR_030719	Gm8979
NM_153525	Tmem41b
NM_001033380	Itpripl2
XM_355934	Dnahc3
NM_001033173	Usp31
NM_028177	Ndufab1
NR_033446	Giyd2
BC038342	1110007A13Rik
NM_146218	Rfwd3
ENSMUST00000039926	Dusp8
NM_027844	Krtap5-2
NM_015808	Krtap5-1
NR_001592	H19
NM_001039578	Evi5l
NR_033527	Ccl25
NM_033622	Tnfsf13b
NM_009361	Tfdp1
NM_029116	Kbtbd11
NM_001039553	4930467E23Rik
NM_007849	Defa25
NM_183268	Defa20
NM_020585	Golga7
NM_173012	Letm2
NM_026121	Bag4
NM_054057	Prosc
ENSMUST00000059351	5930422O12Rik
NM_175091	Tnks
NM_030254	Tusc3
NM_026840	Pdgfrl
NM_172407	Cdkn2aip
NM_015791	Fbxo8
NM_146211	Glt25d1
NM_010589	Jak3
ENSMUST00000076316	Arhgap10
NM_027554	Usp38
NM_001111304	Tbc1d9
NM_181039	Lphn1
NM_009055	Rfx1
ENSMUST00000099070	Nfix
NR_033144	4921524J17Rik
NM_172757	Heatr3
NM_008393	Irx3
NM_001003951	Ces7
NM_011787	Amfr
NM_001033207	Nlrc5
NM_011830	Impdh2
NM_001013380	Dync1li2
NM_145603	Ces2
NM_139229	Cog8
NM_001163262	4933407C03Rik
NM_026648	Lrrc50
NM_198671	Gse1
NM_010426	Foxf1a
NM_007608	Car5a
NM_001029993	Zc3h18
AF038029	Cbfa2t3
BC036300	1700054N08Rik
NM_010578	Itgb1
NM_010568	Insr
AK016282	Clec4g
NM_133238	Cd209a
NM_173446	Fam155a
NM_001177518	Gm7849
NM_153135	Unc5d
NM_001081150	Lonrf1
NM_015802	Dlc1
NM_145745	Adam34
NM_001114311	Stox2
NM_021788	Sap30
NM_175032	Galntl6
NM_030263	Psd3
NM_199364	Lzts1
AK129029	Gm10033
NM_019883	Uba52
NM_001029873	Unc13a
NM_028189	B3gnt3
NM_009033	Rbmxrt
ENSMUST00000098492	9330175E14Rik
ENSMUST00000098479	Zfp319
NM_176913	Dpep2
NM_001080930	Atxn1l
NM_001037298	Fam38a
NM_001081379	Ankrd11
D10049	Mela
NM_027144	Arhgef12
NM_010810	Mmp7
NM_001013813	Maml2
NM_027911	Raver1
NM_138303	Yipf2
NM_025870	2310047B19Rik
NM_028390	Anln
NM_013906	Adamts8
NM_001115130	Zbtb44
NM_009178	St3gal4
NM_001101442	9230113P08Rik
NM_146326	Olfr943
NR_028274	Snord14d
NM_001163743	Nlrx1
ENSMUST00000080911	C030014I23Rik
NM_001005421	Amica1
NM_172257	Sidt2
NM_007468	Apoa4
BC011310	Ncam1
NM_009041	Rdx
NM_019651	Ptpn9
DQ832276	Cd276
NM_173018	Myo9a
NM_001162917	Dennd4a
NM_001081314	C2cd4b
BC058683	Fam63b
BC023444	Onecut1
NM_001039522	Leo1
NM_172925	Klhl31
NM_011627	Tpbg
NM_023814	Tbx18
NM_172926	Snx14
ENSMUST00000098484	4930579C12Rik
NM_019864	Atr
NM_174846	Glyctk
NM_019713	Rassf1
NM_011251	Rbm6
NM_007567	Bsn
NM_172775	Plxnb1
NM_008633	Mtap4
NM_001001144	Scap
NM_001081340	Setd2
NM_001146059	Als2cl
NM_153100	Rtp3
NM_001164659	Trank1
NM_001042503	Trim71
NM_133978	Cmtm7
NM_175380	Gpd1l
NM_024222	Stt3b
NM_011703	Vipr1
BC137891	9030420J04Rik
NM_001080814	Fat3
NM_028935	Zfp558
NM_177030	Dock6
NM_001081373	Cep164
NM_001162921	Zc3h12c
NM_172771	Dmxl2
ENSMUST00000098627	Plekho2
NM_001081153	Unc13c
NM_001160378	Fam46a
NM_007502	Atp1b3
NM_008624	Mras
NM_001033543	Il20rb
NM_173447	Ephb1
ENSMUST00000098450	Cep63
NM_001163026	Dnajc13
NM_001102607	Col6a6
NM_001167923	Gm7455
NM_030730	Rad54l2
ENSMUST00000098424	Rbm15b
ENSMUST00000082408	ATP6
ENSMUST00000082411	ND3
BC117726	4930408F14Rik
NM_001168334	Gm2799
NM_026492	Ssxb1
NM_031261	Fthl17
NM_177704	Sytl5
NM_001111037	Gm14483
ENSMUST00000076723	Gm5073
NM_001109969	Gm10058
BC132476	Gpr112
NM_198863	Slitrk2
NM_001098842	Gm6812
NM_001081356	2610030H06Rik
NM_021365	Xlr4b
NM_011692	Vbp1
NM_001085544	Gm14744
NM_001033361	Pgr15l
NM_023608	Gdpd2
NM_001142691	Dmrtc1c
NM_009767	Chic1
BC147845	Uprt
NM_153109	Tgif2lx1
BC027572	3110007F17Rik
XR_031065	Gm7567
NM_177918	AV320801
NR_033324	BC065397
NM_009031	Rbbp7
NM_011022	Ott
NM_198105	Fam120c
NM_001025607	Gm5168
NM_178739	Dcaf12l1
NM_019680	Elf4
NM_009214	Sms
NM_001045539	Xlr5a
NM_001033492	Mageb4
NM_001033880	4930415L06Rik
ENSMUST00000038472	Hdx
ENSMUST00000052500	4930412D23Rik
NM_030036	Gm15144
NM_020017	Magea3
NM_001093750	Ptchd1
NM_177751	Cnksr2
NM_011667	Ube1y1
NM_011253	Rbmy1a1
NM_201530	Sly
BC100464	LOC380994
EU052291	Srsy
NM_001017394	LOC100039753
NM_009220	Ssty1
BC049586	LOC382133
ENSMUST00000115954	LOC665346
NM_023546	Ssty2
XR_031432	LOC621831
NM_008866	Lypla1
NM_133826	Atp6v1h
NM_011011	Oprk1
AK087278	Fam150a
NM_173868	St18
NM_183028	Pcmtd1
NM_021511	Rrs1
NM_175236	Adhfe1
BC066997	3110035E14Rik
NM_133220	Sgk3
NM_177722	6030422M02Rik
NM_029525	Prex2
NM_001160369	A830018L16Rik
XR_032183	Gm7560
NM_172294	Sulf1
XR_031240	Gm5250
NM_001011873	Xkr9
NM_001098528	Kcnb2
NM_009352	Terf1
XM_001473720	Gm7634
NM_133832	Rdh10
NM_027415	Tmem70
NM_016923	Ly96
NM_010267	Gdap1
NM_053191	Pi15
NM_031402	Crispld1
NM_153154	Tcfap2d
NM_009334	Tcfap2b
NR_029593	Mir206
NR_029902	Mir133b
NM_010552	Il17a
NM_028829	Paqr8
NM_027974	Efhc1
NM_029398	Tmem14a
NM_001077353	Gsta3
NM_001113187	Khdc1b
NR_029533	Mir30a
NR_029717	Mir30c-2
NM_172124	B3gat2
NM_007740	Col9a1
NM_026719	Lmbrd1
XR_031920	Gm9443
XM_915073	Gm6462
NM_029062	4930521A18Rik
NM_133235	Khdrbs2
NR_033199	1700001G17Rik
NM_008999	Rab23
NM_134448	Dst
NM_178601	Imp4
ENSMUST00000097783	D1Ertd448e
NM_011206	Ptpn18
NM_009355	Prss39
NM_007685	Cfc1
NM_213727	Fam123c
AK082264	C230030N03Rik
NM_183019	Arhgef4
NM_145516	Plekhb2
NM_015818	Hs6st1
NM_001172205	Arid5a
NM_033570	Cnnm4
NM_001039551	Cnnm3
NM_009539	Zap70
NM_009918	Cnga3
NM_030266	Inpp4a
NM_026123	Unc50
NM_001037918	Lipt1
NM_027098	Mrpl30
NM_198303	Eif5b
NM_001011684	Nms
NM_026850	Pdcl3
NM_008719	Npas2
BC049091	D1Bwg0212e
NM_008696	Map4k4
NM_010555	Il1r2
NM_008362	Il1r1
NM_133193	Il1rl2
NM_001025602	Il1rl1
NM_008365	Il18r1
NM_010553	Il18rap
NM_177084	Slc9a4
NM_001033289	Slc9a2
NM_001081198	Tmem182
ENSMUST00000066196	Gm9915
NM_008900	Pou3f3
NM_023514	Mrps9
NM_053107	Gpr45
ENSMUST00000039080	8430432A02Rik
NM_133818	AI597479
XM_001476725	Gm8211
NM_009418	Tpp2
NM_144558	Bivm
NM_011729	Ercc5
NM_028450	Gulp1
NM_009930	Col3a1
XM_001472883	Gm8304
NM_028599	Wdr75
XR_033155	Gm8357
ENSMUST00000056879	C230029F24Rik
XM_001487804	Gm8384
NM_019790	Tmeff2
NM_138741	Sdpr
NM_011487	Stat4
NM_009283	Stat1
NM_001142647	Tmem194b
NM_146108	Hibch
NM_010834	Mstn
NM_145517	Ormdl1
NM_028091	Osgepl1
NM_030025	Ccdc150
NM_025283	Mobkl3
ENSMUST00000097736	Gm10561
NM_001114663	Plcl1
NM_028546	1700066M21Rik
BC071241	9430016H08Rik
NM_144882	Spats2l
NM_199007	Sgol2
NM_009676	Aox1
NM_023617	Aox3
NM_023631	Aox4
NM_001008419	Aox3l1
NM_025824	Bzw1
NM_022988	Nif3l1
NM_025597	Ndufb3
NM_009812	Casp8
NM_172656	Stradb
NM_001033373	Cdk15
NM_008057	Fzd7
NM_001013771	Gm973
NM_018868	Nop58
NM_007561	Bmpr2
NM_001037725	Fam117b
NM_139150	Carf
NM_030013	Cyp20a1
NM_198127	Abi2
NM_007642	Cd28
NM_009843	Ctla4
NM_017480	Icos
XR_033701	Gm11599
NM_001077403	Nrp2
NM_018796	Eef1b2
NR_028558	Snora41
NM_028673	Zdbf2
NM_011780	Adam23
NM_172422	Fastkd2
NR_027824	Gm13749
NM_133828	Creb1
NM_001097644	Ccnyl1
NM_011086	Pikfyve
NM_139270	Pth2r
NM_027010	Crygf
NM_001039934	Mtap2
NM_025683	Rpe
NM_001080809	Cps1
NM_029160	Spag16
NM_177164	Vwc2l
NM_026195	Atic
ENSMUST00000097699	Gm15456
NM_175564	Tmem169
NM_009533	Xrcc5
NM_018817	Smarcal1
NM_008342	Igfbp2
NM_001170641	Rufy4
NM_009909	Cxcr2
NM_029711	Arpc2
NM_174985	Gpbar1
BC150857	Gm216
NM_013612	Slc11a1
NM_153088	Ctdsp1
NR_029743	Mir26b
NM_009509	Vil1
NM_021383	Rqcd1
NM_001081456	Plcd4
NM_025784	Bcs1l
NM_175031	Stk36
NM_001014974	Ttll4
NM_024264	Cyp27a1
NM_009526	Wnt6
NM_009518	Wnt10a
NM_009872	Cdk5r2
NM_170755	Fam134a
NM_026846	Zfand2b
NM_026187	Ankzf1
NM_011494	Stk16
NM_001159883	Dnajb2
NM_010043	Des
NM_007463	Speg
NM_133708	Gmppa
NM_183022	Accn4
NM_177056	Tmem198
NM_010564	Inha
NM_027886	Stk11ip
XR_030615	Gm5257
XR_033098	Gm2060
NM_001004173	Sgpp2
NM_026713	Mogat1
NM_028817	Acsl3
NM_021342	Kcne4
ENSMUST00000097684	Gm10555
NM_001081210	Mrpl44
AK137457	9830004L10Rik
BC082310	9430031J16Rik
NM_029777	Rhbdd1
NM_007734	Col4a3
NM_029409	Mff
NM_010472	Agfg1
NM_016960	Ccl20
NR_027636	Wdr69
NM_025386	Fbxo36
AK149712	G530012D18Rik
NM_013673	Sp100
NM_022417	Itm2c
ENSMUST00000027426	4933407L21Rik
NM_027300	Spata3
NM_001144992	2810459M11Rik
NM_027357	Psmd1
NM_030184	Armc9
NM_145222	B3gnt7
ENSMUST00000097665	C130036L24Rik
NM_027966	1700019O17Rik
ENSMUST00000086964	Rpl30-ps6
NM_172974	Cops7b
NM_001172157	Dis3l2
NM_007432	Akp3
ENSMUST00000044533	1700027L20Rik
NM_021600	Chrnd
ENSMUST00000027470	Chrng
NM_001039169	Eif4e2
NM_028889	Efhd1
NM_146112	Gigyf2
NM_001160165	Neu2
BC115669	3110079O15Rik
NM_010566	Inpp5d
NM_029846	Atg16l1
ENSMUST00000097661	5830472F04Rik
NM_009118	Sag
NM_177646	Dgkd
NM_201644	Ugt1a9
NM_001177364	Heatr7b1
NM_134252	Trpm8
NM_029269	Spp2
NM_133816	Sh3bp4
NM_178119	Agap1
NM_007722	Cxcr7
NM_133805	Cops8
ENSMUST00000070048	Gm9991
NM_053015	Mlph
NM_001101647	Prlh
NM_008515	Lrrfip1
NM_001033408	Rbm44
NM_016894	Ramp1
NM_016717	Scly
NM_001033292	Espnl
NM_027551	Klhl30
NM_173395	Fam132b
NM_028718	Traf3ip1
NM_001039126	Asb1
NM_007855	Twist2
NM_147037	Olfr1413
NM_146277	Olfr1412
NM_146490	Olfr1411
NM_146491	Olfr1410
NM_206896	Olfr12
NM_022320	Gpr35
NM_016696	Gpc1
NR_029559	Mir149
NM_175118	Dusp28
NM_181405	Rnpepl1
NM_177587	Aqp12
NM_016702	Agxt
NM_172463	Sned1
NM_023200	Ppp1r7
NM_207031	Ano7
NM_001159719	Sept2
NM_145519	Farp2
NM_016778	Bok
NM_174874	Atg4b
NM_025454	Ing5
NM_178882	D2hgdh
NM_001039219	Gm6086
NM_173772	Neu4
NM_026321	Fam174a
NM_001111116	Gm15427
NM_026250	Gin1
NM_027584	Slco6d1
NM_172851	Cntnap5b
NM_011800	Cdh20
NM_173187	2310035C23Rik
NM_009399	Tnfrsf11a
NM_001122676	Zcchc2
NM_133821	Phlpp1
XR_032823	Gm6651
NM_009257	Serpinb5
NM_027971	Serpinb12
NM_172852	Serpinb13
NM_025867	Serpinb11
NM_027548	Serpinb7
NM_001174170	Serpinb2
NM_198028	Serpinb10
NM_011459	Serpinb8
NM_172853	Cdh7
NM_001077425	Cntnap5a
NM_026472	Mki67ip
NM_001081276	Clasp1
NM_023755	Tcfcp2l1
NM_146103	Tmem185b
NM_001012322	Sctr
NM_028439	3110009E18Rik
NM_207233	C1ql2
NM_010133	En1
NM_001025156	Ccdc93
NM_028787	Slc35f5
NM_027677	Gpr39
NM_145128	Mgat5
NM_001033041	Acmsd
NM_028399	Ccnt2
NM_178690	Rab3gap1
NM_181750	R3hdm1
NR_029543	Mir128-1
NM_026390	Ubxn4
NM_172485	Thsd7b
NM_178691	Yod1
NM_177604	AA986860
NM_001170632	Fcamr
NM_011082	Pigr
NM_026976	Faim3
NM_010548	Il10
NM_001136070	Lgtn
BC138225	Fam72a
NM_011924	Avpr1b
NM_007799	Ctse
NM_145509	5430435G22Rik
NM_177243	Slc26a9
NM_178079	Pm20d1
NM_173865	Slc41a1
NM_144875	Rab7l1
NM_175294	Nucks1
NM_145977	Slc45a3
NM_007923	Elk4
NM_001033250	Lemd1
NR_029777	Mir135b
XM_987328	Gm7241
NM_144810	Klhdc8a
NM_028778	Nuak2
NM_172516	Dstyk
NM_172517	Rbbp5
NM_029025	Tmem81
ENSMUST00000097577	Gm10538
NM_010732	Lrrn2
XR_033420	Gm7246
NM_001099276	Pik3c2b
NM_182930	Plekha6
NM_026680	Golt1a
NM_178260	Kiss1
NM_031192	Ren1
NM_175443	Etnk2
ENSMUST00000097572	Gm10537
NM_021355	Fmod
ENSMUST00000097570	Gm8618
